CustomerKey,AltCustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance
25858,15858,Jonathan,Parker,6/15/1959 0:00,M,M,jonathan37@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,0,0,4209 San Carlos Ave.,1/23/2004 0:00,0-1 Miles
25859,15859,Abigail,Ramirez,3/5/1959 0:00,S,F,abigail20@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,1,0,8840 D Crane Ct,10/24/2003 0:00,1-2 Miles
25860,15860,Joe,Moreno,10/20/1972 0:00,S,M,joe30@adventure-works.com,40000,4,Partial College,Clerical,1,2,7512 Sanford Street,4/4/2003 0:00,1-2 Miles
25861,15861,Damien,Zhao,5/26/1972 0:00,S,M,damien8@adventure-works.com,40000,4,Partial College,Clerical,1,2,6398 Haviland Place,8/5/2003 0:00,0-1 Miles
25862,15862,Sriniwa,Narayanan,12/7/1972 0:00,S,F,sriniwa0@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,1,0,7455 Wellington Ave.,4/18/2003 0:00,1-2 Miles
25863,15863,Adam,Scott,8/3/1973 0:00,M,M,adam44@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,0,0,4214 Northwood Dr.,10/8/2003 0:00,0-1 Miles
25864,15864,Lauren,Bailey,10/20/1973 0:00,S,F,lauren7@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,0,0,8080 Lancelot Dr.,11/9/2003 0:00,0-1 Miles
25865,15865,Isabel,Price,4/14/1971 0:00,S,F,isabel0@adventure-works.com,40000,4,High School,Skilled Manual,1,3,2807 Charlotte Court,4/25/2003 0:00,10+ Miles
25866,15866,Abigail,White,1/3/1971 0:00,S,F,abigail53@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,2506 Almaden Dr.,9/15/2003 0:00,0-1 Miles
25867,15867,Victoria,White,2/8/1971 0:00,S,F,victoria14@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,8311 Foxhill Dr.,6/15/2004 0:00,0-1 Miles
25868,15868,Caleb,Lal,6/13/1971 0:00,S,M,caleb25@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,4037 San View Way,11/20/2003 0:00,1-2 Miles
25869,15869,Alexandra,Hall,12/22/1971 0:00,S,F,alexandra88@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,6060 Sanford Street,9/6/2003 0:00,1-2 Miles
25870,15870,Zoe,Howard,6/2/1971 0:00,S,F,zoe10@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,5024 Valley Oak Plaza,11/19/2003 0:00,1-2 Miles
25871,15871,Ryan,Jai,12/24/1971 0:00,M,M,ryan35@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,1,0,3962 Camel Place,9/30/2003 0:00,1-2 Miles
25872,15872,Gabriella,Gonzalez,10/2/1972 0:00,M,F,gabriella31@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,1,0,5828 E. 102nd Street,5/5/2004 0:00,1-2 Miles
25873,15873,Hailey,Richardson,10/19/1972 0:00,M,F,hailey10@adventure-works.com,70000,1,Graduate Degree,Professional,1,0,8417 Estudello St.,4/27/2003 0:00,0-1 Miles
25874,15874,Samuel,Martin,6/12/1944 0:00,M,M,samuel53@adventure-works.com,70000,4,Bachelors,Management,0,2,6791 Creekside Drive,8/31/2003 0:00,1-2 Miles
25875,15875,Devin,Morris,2/17/1944 0:00,M,M,devin84@adventure-works.com,70000,4,Bachelors,Management,1,2,2972 Hamiliton Ave.,10/10/2003 0:00,1-2 Miles
25876,15876,Eduardo,Turner,10/18/1944 0:00,M,M,eduardo38@adventure-works.com,70000,5,Bachelors,Management,1,2,5345 Willow Avenue,1/11/2004 0:00,1-2 Miles
25877,15877,Jordan,Perez,10/11/1945 0:00,M,M,jordan57@adventure-works.com,70000,5,Bachelors,Management,1,2,2804 Alderwood Lane,6/28/2004 0:00,10+ Miles
25878,15878,Kevin,Flores,4/23/1945 0:00,M,M,kevin15@adventure-works.com,70000,5,Bachelors,Management,1,2,5901 May Rd,9/12/2003 0:00,10+ Miles
25879,15879,Tyler,Wilson,5/21/1945 0:00,M,M,tyler13@adventure-works.com,70000,5,Bachelors,Management,1,2,2942 Berkhire Court,10/8/2003 0:00,2-5 Miles
25880,15880,Patrick,Bailey,11/13/1945 0:00,M,M,patrick21@adventure-works.com,70000,5,Bachelors,Management,0,3,5301 Loeffler Lane,9/17/2003 0:00,2-5 Miles
25881,15881,Destiny,Williams,8/20/1945 0:00,M,F,destiny2@adventure-works.com,60000,4,Bachelors,Management,1,2,4090 Woodbury Place,9/9/2003 0:00,10+ Miles
25882,15882,Maurice,Xie,11/1/1945 0:00,S,M,maurice3@adventure-works.com,60000,4,Bachelors,Management,1,2,9645 Prancing Drive,4/1/2003 0:00,10+ Miles
25883,15883,Tristan,Coleman,11/13/1945 0:00,M,M,tristan6@adventure-works.com,60000,4,Bachelors,Management,1,2,308 Daffodil Dr.,10/6/2003 0:00,2-5 Miles
25884,15884,Dakota,Bradley,7/7/1945 0:00,M,M,dakota0@adventure-works.com,60000,4,Bachelors,Management,0,2,9955 Auburn,11/8/2003 0:00,2-5 Miles
25885,15885,Garrett,Sanchez,5/18/1946 0:00,S,M,garrett22@adventure-works.com,60000,4,Bachelors,Management,1,3,7106 Roland Dr.,5/3/2003 0:00,10+ Miles
25886,15886,Matthew,Brown,4/18/1946 0:00,S,M,matthew10@adventure-works.com,60000,5,Bachelors,Management,1,3,7126 Edie Ct.,5/28/2003 0:00,10+ Miles
25887,15887,Deanna,Vazquez,8/12/1946 0:00,M,F,deanna41@adventure-works.com,60000,5,Bachelors,Management,1,3,1229 Harness Circle,6/27/2004 0:00,10+ Miles
25888,15888,Amanda,Richardson,5/5/1946 0:00,M,F,amanda9@adventure-works.com,70000,5,Bachelors,Management,1,2,3766 Gumwood Dr.,5/31/2003 0:00,10+ Miles
25889,15889,Robert,Wright,11/18/1946 0:00,M,M,robert63@adventure-works.com,70000,4,Bachelors,Management,1,1,361 Olivera Rd.,1/20/2004 0:00,10+ Miles
25890,15890,James,Russell,2/27/1947 0:00,S,M,james35@adventure-works.com,60000,2,Bachelors,Management,1,0,6787 Terra Calitina,5/24/2003 0:00,10+ Miles
25891,15891,Jordan,Lopez,6/11/1947 0:00,M,M,jordan66@adventure-works.com,70000,4,Bachelors,Management,0,1,626 Bentley Street,6/28/2004 0:00,1-2 Miles
25892,15892,Pamela,Srini,1/10/1948 0:00,S,F,pamela11@adventure-works.com,40000,2,High School,Professional,1,2,3770 Dos Encinas,5/1/2003 0:00,10+ Miles
25893,15893,Yolanda,Xu,11/15/1948 0:00,M,F,yolanda4@adventure-works.com,40000,2,High School,Professional,1,2,6220 Boxer Blvd,5/14/2003 0:00,10+ Miles
25894,15894,Joanna,Gutierrez,5/13/1948 0:00,M,F,joanna9@adventure-works.com,40000,2,High School,Professional,1,2,4444 Buckingham Dr.,10/7/2003 0:00,2-5 Miles
25895,15895,Sophia,Parker,5/13/1948 0:00,S,F,sophia6@adventure-works.com,60000,2,Bachelors,Management,1,0,2585 San Vincente Drive,12/26/2003 0:00,10+ Miles
25896,15896,Samuel,Jones,6/17/1948 0:00,M,M,samuel61@adventure-works.com,60000,2,Bachelors,Management,1,0,5728 Benedict Ct.,3/7/2004 0:00,10+ Miles
25897,15897,Haley,Cooper,3/17/1948 0:00,S,F,haley9@adventure-works.com,70000,4,Partial College,Professional,1,2,3507 Olive Dr.,5/8/2003 0:00,10+ Miles
25898,15898,Isaiah,Gonzalez,5/1/1949 0:00,M,M,isaiah32@adventure-works.com,60000,2,Partial College,Professional,0,2,4208 Seal Way,5/8/2004 0:00,2-5 Miles
25899,15899,Ian,James,7/1/1949 0:00,M,M,ian64@adventure-works.com,70000,4,Partial College,Professional,1,2,4522 N. 227th St.,5/24/2003 0:00,10+ Miles
25900,15900,Wyatt,Roberts,3/28/1950 0:00,S,M,wyatt42@adventure-works.com,40000,2,Partial High School,Skilled Manual,1,2,3166 Rosemarie Place,9/9/2003 0:00,10+ Miles
25901,15901,Taylor,Bryant,2/27/1950 0:00,S,F,taylor42@adventure-works.com,60000,2,Partial College,Professional,0,2,2812 Mazatlan,5/6/2003 0:00,2-5 Miles
25902,15902,Robert,Diaz,4/25/1950 0:00,M,M,robert33@adventure-works.com,60000,2,Partial College,Professional,1,2,6161 Sanders St.,5/6/2003 0:00,2-5 Miles
25903,15903,Abigail,Barnes,7/9/1950 0:00,M,F,abigail28@adventure-works.com,60000,2,Partial College,Professional,1,1,2275 Valley Blvd.,5/31/2003 0:00,2-5 Miles
25904,15904,Janice,Bennett,1/25/1950 0:00,M,F,janice4@adventure-works.com,60000,2,Partial College,Professional,1,1,811 Mcneil Place,5/19/2003 0:00,10+ Miles
25905,15905,Taylor,Taylor,4/18/1951 0:00,S,F,taylor56@adventure-works.com,70000,2,High School,Professional,1,2,613 Lakehurst Dr.,1/13/2004 0:00,2-5 Miles
25906,15906,Kaitlyn,Lewis,3/6/1951 0:00,S,F,kaitlyn44@adventure-works.com,70000,2,High School,Professional,1,2,3192 Shore Rd.,1/12/2004 0:00,10+ Miles
25907,15907,Steven,Bailey,4/18/1951 0:00,M,M,steven25@adventure-works.com,60000,2,Partial College,Professional,0,1,5652 Dianda Dr.,4/3/2004 0:00,2-5 Miles
25908,15908,David,Wilson,9/20/1951 0:00,M,M,david65@adventure-works.com,60000,2,Partial College,Professional,1,2,3627 Creekside Drive,5/30/2003 0:00,10+ Miles
25909,15909,Cassidy,Ross,9/7/1951 0:00,M,F,cassidy4@adventure-works.com,60000,2,Partial College,Professional,1,2,5339 Eagle Peak Avenue,5/25/2003 0:00,10+ Miles
25910,15910,Caleb,Hughes,6/8/1951 0:00,M,M,caleb8@adventure-works.com,70000,4,Partial College,Professional,0,1,4887 Benthill Ct,9/23/2003 0:00,2-5 Miles
25911,15911,Maria,Baker,4/26/1952 0:00,M,F,maria58@adventure-works.com,60000,2,High School,Professional,1,2,3600 F Street,4/9/2004 0:00,10+ Miles
25912,15912,Mya,Simmons,3/7/1952 0:00,S,F,mya15@adventure-works.com,60000,3,High School,Professional,1,2,7799 Reality Dr,12/8/2003 0:00,10+ Miles
25913,15913,Antonio,Hughes,6/16/1952 0:00,M,M,antonio11@adventure-works.com,60000,3,High School,Professional,1,2,5305 Cowell Road,9/28/2003 0:00,2-5 Miles
25914,15914,Logan,Bryant,8/22/1952 0:00,S,M,logan19@adventure-works.com,70000,4,Partial College,Professional,1,2,4569 La Salle Ct.,5/20/2003 0:00,10+ Miles
25915,15915,Alex,Cox,7/11/1952 0:00,S,M,alex14@adventure-works.com,70000,4,Partial College,Professional,1,2,4184 Lee Lane,5/1/2003 0:00,10+ Miles
25916,15916,Brandon,Walker,7/14/1952 0:00,M,M,brandon53@adventure-works.com,70000,4,Partial College,Professional,0,2,9093 Kirker Pass Road,2/5/2004 0:00,2-5 Miles
25917,15917,Emily,White,9/20/1952 0:00,M,F,emily13@adventure-works.com,70000,4,Partial College,Professional,1,2,8781 Valley Crest Drive,2/19/2004 0:00,10+ Miles
25918,15918,Roberto,Ruiz,2/3/1952 0:00,S,M,roberto1@adventure-works.com,70000,5,Partial College,Professional,1,2,2866 Reisling Court,5/6/2003 0:00,10+ Miles
25919,15919,Rebekah,Prasad,5/7/1958 0:00,M,F,rebekah9@adventure-works.com,130000,2,Partial College,Professional,1,1,7791 Running Springs Road,2/4/2004 0:00,0-1 Miles
25920,15920,Colin,Wu,8/14/1957 0:00,S,M,colin7@adventure-works.com,100000,2,Partial College,Professional,1,4,"252, rue Jean Mermoz",3/30/2003 0:00,5-10 Miles
25921,15921,Donald,Patel,11/26/1957 0:00,S,M,donald5@adventure-works.com,100000,2,Partial College,Professional,1,4,"34, rue Surcouf",3/6/2003 0:00,5-10 Miles
25922,15922,Roger,Kumar,10/16/1957 0:00,M,M,roger35@adventure-works.com,150000,2,High School,Professional,1,4,3575 Chisholm Way,8/20/2003 0:00,0-1 Miles
25923,15923,Ricardo,Raje,10/7/1956 0:00,S,M,ricardo14@adventure-works.com,100000,2,High School,Professional,1,4,"7, rue des Ecoles",3/4/2003 0:00,5-10 Miles
25924,15924,Omar,Wang,6/20/1956 0:00,M,M,omar1@adventure-works.com,100000,2,High School,Professional,1,4,"755, avenue Foch",3/18/2003 0:00,5-10 Miles
25925,15925,Stanley,Subram,6/27/1956 0:00,M,M,stanley14@adventure-works.com,110000,3,Partial College,Professional,0,4,"11, rue Descartes",3/18/2003 0:00,5-10 Miles
25926,15926,Donna,Deng,2/12/1956 0:00,S,F,donna2@adventure-works.com,120000,3,High School,Professional,1,4,Nollendorfplatz 5118,9/2/2002 0:00,5-10 Miles
25927,15927,Gilbert,Huang,12/4/1956 0:00,S,M,gilbert5@adventure-works.com,120000,3,High School,Professional,1,4,Pflugstr 8515,9/8/2002 0:00,5-10 Miles
25928,15928,Priscilla,Pal,5/8/1956 0:00,S,F,priscilla10@adventure-works.com,120000,3,High School,Professional,1,4,Erftplatz 7,9/23/2002 0:00,5-10 Miles
25929,15929,Karla,Raji,8/10/1956 0:00,M,F,karla22@adventure-works.com,150000,3,High School,Professional,1,3,2328 California Street,7/13/2002 0:00,5-10 Miles
25930,15930,Tiffany,He,4/2/1955 0:00,M,F,tiffany19@adventure-works.com,100000,2,High School,Professional,1,4,"56, route de Marseille",3/9/2004 0:00,10+ Miles
25931,15931,Micah,Xu,1/8/1955 0:00,M,M,micah23@adventure-works.com,110000,3,Partial College,Professional,1,4,"2112, avenue de Villiers",3/30/2003 0:00,5-10 Miles
25932,15932,Tabitha,Jimenez,9/11/1955 0:00,M,F,tabitha25@adventure-works.com,130000,3,Partial College,Professional,1,3,Helsenbergbogen 6,9/7/2002 0:00,0-1 Miles
25933,15933,Clinton,Dominguez,2/3/1955 0:00,S,M,clinton9@adventure-works.com,160000,2,High School,Professional,0,3,9889 Loveridge Circle,7/26/2002 0:00,0-1 Miles
25934,15934,Nichole,Raji,3/28/1956 0:00,S,F,nichole21@adventure-works.com,70000,3,Partial College,Professional,1,2,6345 St Paul Way,5/24/2003 0:00,5-10 Miles
25935,15935,Amber,King,10/28/1933 0:00,M,F,amber19@adventure-works.com,70000,3,Graduate Degree,Management,0,2,3864 Citrus Avenue,10/20/2003 0:00,0-1 Miles
25936,15936,Abigail,Johnson,7/15/1933 0:00,M,F,abigail48@adventure-works.com,90000,4,Bachelors,Management,1,1,7241 Scenic Avenue,5/4/2004 0:00,5-10 Miles
25937,15937,Grace,Lewis,5/12/1965 0:00,M,F,grace20@adventure-works.com,90000,5,Partial College,Professional,1,3,3353 Teixeira Way,5/2/2003 0:00,2-5 Miles
25938,15938,Sean,Collins,7/9/1965 0:00,M,M,sean33@adventure-works.com,100000,4,Partial College,Professional,1,4,8861 Flamingo Dr,4/27/2004 0:00,0-1 Miles
25939,15939,Jennifer,Brown,2/11/1965 0:00,M,F,jennifer32@adventure-works.com,100000,4,Partial College,Professional,1,4,7074 Crown Court,1/3/2004 0:00,0-1 Miles
25940,15940,Jack,Bryant,11/27/1965 0:00,M,M,jack18@adventure-works.com,100000,4,Partial College,Professional,1,4,4124 Escobar St,8/31/2003 0:00,0-1 Miles
25941,15941,Bailey,Brooks,2/26/1965 0:00,S,F,bailey0@adventure-works.com,120000,3,Bachelors,Management,0,4,1613 Cotton Ct,5/28/2003 0:00,1-2 Miles
25942,15942,Lucas,Rodriguez,8/9/1964 0:00,M,M,lucas34@adventure-works.com,80000,4,Bachelors,Management,1,0,4036 Elk Dr,1/9/2004 0:00,2-5 Miles
25943,15943,Richard,Watson,1/18/1964 0:00,M,M,richard80@adventure-works.com,80000,4,Partial College,Professional,0,1,428 Silverado Dr.,9/21/2003 0:00,0-1 Miles
25944,15944,Damien,Lu,5/12/1964 0:00,M,M,damien9@adventure-works.com,90000,5,Partial College,Professional,1,3,8625 Olive Ave.,5/9/2003 0:00,0-1 Miles
25945,15945,Alexandria,Kelly,6/24/1964 0:00,M,F,alexandria26@adventure-works.com,100000,4,Partial College,Professional,1,0,4094 Ampersand Drive,2/1/2004 0:00,0-1 Miles
25946,15946,Wyatt,Wilson,7/20/1964 0:00,S,M,wyatt7@adventure-works.com,110000,3,Bachelors,Management,0,4,8634 Sunshine,10/24/2003 0:00,1-2 Miles
25947,15947,Michelle,Blue,10/12/1964 0:00,M,F,michelle14@adventure-works.com,120000,4,Partial College,Professional,1,4,8519 Star Dr,3/2/2004 0:00,2-5 Miles
25948,15948,Angela,Hughes,11/20/1964 0:00,S,F,angela14@adventure-works.com,130000,2,Bachelors,Management,0,3,9844 Green Tea Drive,5/3/2003 0:00,0-1 Miles
25949,15949,Katherine,Green,9/10/1964 0:00,M,F,katherine62@adventure-works.com,130000,3,Bachelors,Management,1,3,6247 Aspen Drive,6/26/2003 0:00,1-2 Miles
25950,15950,Erin,Peterson,1/15/1956 0:00,M,F,erin9@adventure-works.com,70000,3,Partial College,Professional,1,1,1754 Polk Street,4/11/2004 0:00,0-1 Miles
25951,15951,Jenna,Baker,10/13/1956 0:00,M,F,jenna16@adventure-works.com,70000,4,Partial College,Professional,1,0,8259 Heavenly Drive,10/23/2003 0:00,5-10 Miles
25952,15952,Evan,Cooper,6/20/1956 0:00,M,M,evan9@adventure-works.com,90000,2,Partial College,Professional,0,0,2944 Shuey Ave.,6/19/2003 0:00,2-5 Miles
25953,15953,Julio,Moreno,4/11/1934 0:00,M,M,julio6@adventure-works.com,60000,2,Graduate Degree,Management,1,2,4800 Quiz Street,6/8/2003 0:00,5-10 Miles
25954,15954,Marshall,Deng,8/27/1963 0:00,M,M,marshall22@adventure-works.com,100000,0,Partial College,Professional,1,1,903 West I St,6/19/2003 0:00,0-1 Miles
25955,15955,Neil,Ortega,11/17/1963 0:00,M,M,neil21@adventure-works.com,110000,4,Bachelors,Management,1,4,3498 Santa Maria,12/11/2003 0:00,5-10 Miles
25956,15956,Ryan,Li,5/17/1963 0:00,M,M,ryan30@adventure-works.com,130000,3,Bachelors,Management,1,4,3027 W 69th St,5/30/2004 0:00,1-2 Miles
25957,15957,Samuel,Ross,11/15/1963 0:00,S,M,samuel2@adventure-works.com,130000,3,Bachelors,Management,0,4,3300 Blenheim Way,1/23/2004 0:00,0-1 Miles
25958,15958,Nicole,Ross,4/6/1962 0:00,M,F,nicole52@adventure-works.com,90000,4,Partial College,Professional,1,0,674 Woodchuck Pl.,11/24/2003 0:00,5-10 Miles
25959,15959,Logan,Rodriguez,3/2/1962 0:00,M,M,logan72@adventure-works.com,100000,1,Partial College,Professional,1,3,1699 Meadowbrook Court,6/30/2003 0:00,5-10 Miles
25960,15960,Brianna,Bryant,10/8/1962 0:00,M,F,brianna63@adventure-works.com,120000,1,Partial College,Professional,0,4,8277 Pinole Valley Rd.,6/27/2004 0:00,2-5 Miles
25961,15961,Ashley,Walker,4/23/1962 0:00,S,F,ashley24@adventure-works.com,150000,1,Partial College,Professional,0,2,585 Charlotte Ave.,6/7/2003 0:00,0-1 Miles
25962,15962,Benjamin,Winter,1/11/1961 0:00,S,M,benjamin49@adventure-works.com,90000,4,High School,Professional,1,2,7514 Laguna St.,5/26/2004 0:00,5-10 Miles
25963,15963,Madison,Smith,8/6/1961 0:00,S,F,madison0@adventure-works.com,90000,4,High School,Professional,0,2,3057 Rapallo Lane,10/5/2003 0:00,1-2 Miles
25964,15964,Steven,Cox,10/3/1961 0:00,S,M,steven20@adventure-works.com,130000,1,Bachelors,Management,0,2,9993 Oak Grove Rd.,6/10/2003 0:00,0-1 Miles
25965,15965,Jennifer,Watson,6/18/1961 0:00,S,F,jennifer71@adventure-works.com,150000,1,Partial College,Professional,0,3,4911 Dubhe Court,6/19/2003 0:00,0-1 Miles
25966,15966,Natalie,Foster,8/15/1955 0:00,M,F,natalie38@adventure-works.com,60000,2,High School,Professional,0,2,2697 Hobby Court,3/2/2004 0:00,1-2 Miles
25967,15967,Dakota,Diaz,6/16/1955 0:00,M,M,dakota18@adventure-works.com,70000,4,High School,Professional,1,0,8997 Clark Creek Rd.,11/16/2003 0:00,1-2 Miles
25968,15968,Edward,Gonzalez,4/21/1955 0:00,S,M,edward10@adventure-works.com,70000,4,High School,Professional,1,0,390 Ridgewood Ct.,6/19/2003 0:00,5-10 Miles
25969,15969,Sean,Murphy,6/1/1955 0:00,S,M,sean22@adventure-works.com,90000,2,High School,Professional,1,1,6300 Pinewood Court,6/3/2003 0:00,10+ Miles
25970,15970,Samuel,Thompson,9/6/1954 0:00,S,M,samuel54@adventure-works.com,80000,2,Partial High School,Skilled Manual,0,2,9527 Onley Dr.,11/29/2003 0:00,1-2 Miles
25971,15971,Ryan,Jenkins,8/26/1935 0:00,M,M,ryan9@adventure-works.com,50000,2,Graduate Degree,Management,1,2,1902 E. 42nd Street,12/21/2003 0:00,1-2 Miles
25972,15972,Caitlin,Bailey,10/2/1935 0:00,M,F,caitlin13@adventure-works.com,70000,4,Graduate Degree,Management,1,2,4632 Pleasant Hill Rd,6/3/2003 0:00,1-2 Miles
25973,15973,Christopher,Garcia,11/23/1936 0:00,M,M,christopher16@adventure-works.com,60000,2,Graduate Degree,Management,1,2,8714 Minert Rd,6/5/2004 0:00,1-2 Miles
25974,15974,Marcus,Green,6/12/1960 0:00,M,M,marcus33@adventure-works.com,80000,5,Partial College,Professional,1,3,9459 Amhurst Way,8/25/2003 0:00,5-10 Miles
25975,15975,Gabrielle,Collins,9/24/1960 0:00,S,F,gabrielle47@adventure-works.com,90000,4,High School,Professional,0,2,3473 Flagstone Way,3/21/2004 0:00,1-2 Miles
25976,15976,Kristopher,Patel,5/24/1960 0:00,S,M,kristopher3@adventure-works.com,90000,4,High School,Professional,1,3,5665 Las Lomas Way,6/12/2003 0:00,5-10 Miles
25977,15977,Julia,Harris,3/15/1960 0:00,M,F,julia35@adventure-works.com,90000,4,High School,Professional,1,3,6820 Montego,4/30/2004 0:00,1-2 Miles
25978,15978,Xavier,Walker,11/18/1960 0:00,M,M,xavier20@adventure-works.com,90000,4,High School,Professional,1,3,7743 Ham Dr,5/26/2004 0:00,5-10 Miles
25979,15979,Nicole,Cook,6/14/1960 0:00,M,F,nicole30@adventure-works.com,90000,4,High School,Professional,1,3,7600 Yosemite Circle,12/28/2003 0:00,5-10 Miles
25980,15980,Gabrielle,Morgan,5/22/1960 0:00,S,F,gabrielle5@adventure-works.com,100000,3,Partial College,Professional,1,4,7445 Meaham Drive,6/16/2003 0:00,5-10 Miles
25981,15981,Gabriel,Powell,3/14/1960 0:00,S,M,gabriel5@adventure-works.com,100000,0,Partial College,Professional,0,2,7015 Riverview Place,11/5/2003 0:00,1-2 Miles
25982,15982,Jose,Evans,5/22/1960 0:00,M,M,jose38@adventure-works.com,110000,5,Partial College,Professional,1,4,2922 Vista Way,4/3/2004 0:00,2-5 Miles
25983,15983,Alexis,Ross,9/15/1960 0:00,M,F,alexis26@adventure-works.com,160000,1,Partial College,Professional,1,3,6112 Mt. Etna Drive,6/13/2003 0:00,0-1 Miles
25984,15984,Nathan,Wright,6/22/1960 0:00,M,M,nathan50@adventure-works.com,170000,1,Bachelors,Management,1,2,7370 Mission Drive,6/15/2003 0:00,0-1 Miles
25985,15985,Devin,Johnson,6/18/1960 0:00,M,M,devin1@adventure-works.com,170000,1,Bachelors,Management,1,3,4167 Deercreek Ln,6/28/2003 0:00,2-5 Miles
25986,15986,Dalton,Sanchez,9/11/1954 0:00,S,M,dalton89@adventure-works.com,60000,2,Partial High School,Skilled Manual,1,2,5530 Melrose Pl.,6/8/2003 0:00,5-10 Miles
25987,15987,Nicole,Kelly,9/25/1954 0:00,M,F,nicole46@adventure-works.com,60000,2,Partial High School,Skilled Manual,1,2,500 Rockledge Lane,6/24/2003 0:00,5-10 Miles
25988,15988,Edward,Moore,5/12/1954 0:00,M,M,edward30@adventure-works.com,70000,3,High School,Professional,1,0,4789 Estrada,4/28/2004 0:00,5-10 Miles
25989,15989,Savannah,Campbell,11/19/1954 0:00,M,F,savannah29@adventure-works.com,70000,3,High School,Professional,1,0,1927 Striped Maple Court,6/4/2003 0:00,1-2 Miles
25990,15990,Eduardo,Richardson,5/25/1953 0:00,S,M,eduardo78@adventure-works.com,70000,3,Graduate Degree,Management,1,2,2822 Bluejay Dr.,6/23/2003 0:00,5-10 Miles
25991,15991,David,Taylor,1/19/1953 0:00,M,M,david67@adventure-works.com,70000,3,Graduate Degree,Management,1,2,5792 Gloria Terr.,6/10/2003 0:00,1-2 Miles
25992,15992,Isabelle,Alexander,4/22/1953 0:00,S,F,isabelle17@adventure-works.com,70000,3,Graduate Degree,Management,1,2,1394 Firestone,6/29/2003 0:00,5-10 Miles
25993,15993,Spencer,Coleman,5/22/1953 0:00,M,M,spencer7@adventure-works.com,60000,3,Graduate Degree,Management,1,2,2137 Carlotta,11/24/2003 0:00,5-10 Miles
25994,15994,Olivia,Blue,11/1/1952 0:00,M,F,olivia49@adventure-works.com,40000,3,Partial College,Professional,0,2,1019 Mt. Davidson Court,6/18/2003 0:00,5-10 Miles
25995,15995,Kaitlyn,Johnson,5/26/1952 0:00,M,F,kaitlyn24@adventure-works.com,40000,3,Partial College,Professional,0,2,6432 Maywood Ln.,2/15/2004 0:00,1-2 Miles
25996,15996,Emily,Barnes,2/27/1952 0:00,M,F,emily28@adventure-works.com,40000,3,Partial College,Professional,0,2,4766 L St.,11/16/2003 0:00,1-2 Miles
25997,15997,Melissa,Jenkins,9/11/1937 0:00,M,F,melissa1@adventure-works.com,70000,4,Graduate Degree,Management,1,2,8750 Union St,2/10/2004 0:00,10+ Miles
25998,15998,Marissa,Flores,5/9/1937 0:00,M,F,marissa9@adventure-works.com,70000,4,Graduate Degree,Management,1,2,6699 Premier Place,3/11/2004 0:00,1-2 Miles
25999,15999,Maria,Hill,7/23/1937 0:00,M,F,maria63@adventure-works.com,70000,4,Graduate Degree,Management,1,2,501 Arcadia Place,3/9/2004 0:00,1-2 Miles
26000,16000,Gabrielle,Ramirez,9/27/1937 0:00,M,F,gabrielle16@adventure-works.com,70000,4,Graduate Degree,Management,1,2,9564 Pennsylvania Blvd.,2/10/2004 0:00,10+ Miles
26001,16001,Ricardo,Pal,10/25/1937 0:00,M,M,ricardo12@adventure-works.com,80000,4,Graduate Degree,Management,1,2,288 Almaden Dr.,9/9/2003 0:00,5-10 Miles
26002,16002,Paige,Hayes,2/10/1937 0:00,M,F,paige22@adventure-works.com,110000,2,Graduate Degree,Management,1,4,3613 Eastgate Lane,9/4/2003 0:00,5-10 Miles
26003,16003,Carol,Robinson,10/27/1937 0:00,M,F,carol17@adventure-works.com,130000,2,Graduate Degree,Management,1,3,6692 Lindell Dr,10/5/2003 0:00,2-5 Miles
26004,16004,Joe,Martinez,11/19/1938 0:00,M,M,joe20@adventure-works.com,90000,5,Bachelors,Management,1,2,1927 Striped Maple Court,3/14/2004 0:00,1-2 Miles
26005,16005,Jordan,Hill,10/7/1938 0:00,S,M,jordan67@adventure-works.com,90000,5,Bachelors,Management,1,2,330 Camino Verde,8/13/2003 0:00,5-10 Miles
26006,16006,Angelica,Henderson,7/14/1938 0:00,M,F,angelica4@adventure-works.com,110000,2,Graduate Degree,Management,1,0,5208 Poppy Circle,11/28/2003 0:00,5-10 Miles
26007,16007,Janelle,Gonzalez,10/1/1939 0:00,M,F,janelle15@adventure-works.com,90000,5,Bachelors,Management,1,2,1526 Courthouse Drive,3/1/2004 0:00,1-2 Miles
26008,16008,Morgan,Allen,7/16/1939 0:00,M,F,morgan21@adventure-works.com,110000,2,Graduate Degree,Management,1,1,1694 Pinole Valley Rd.,7/14/2004 0:00,5-10 Miles
